N	Acuraccy	Precision	Recall	F-Measure	HastTag		Value	Comment
554	0.43165466	0.012578616	0.6666667	0.024691356	domesticviolence		0	rt wepuk domesticviolence is an epidemic in the uk and yet brutal council funding cuts have led to the dismantling of refuges amp support
555	0.4308797	0.012539185	0.6666667	0.024615383	domesticviolence		0	rt theelmssarc is fear holding you as captive as your abuser we know that leaving must seem unimaginable but with support you will fin
556	0.43189964	0.012539185	0.6666667	0.024615383	trust		0	artificial intelligence ai is a source of both enthusiasm and skepticismthe key lies in leveraging the right opportunities in aiai artificialintelligence analytics trust trustedrelationships trustedrecommendations worldaishow worldaishow httpstcoyr7op1jn9z
557	0.431127	0.0125	0.6666667	0.024539879	genderbasedviolence		0	links between conflictrelated violence and peace time practices perspectives from sierra leone sexual and genderbased violence in war doesnt stop when peace comes 5050od genderbasedviolence sextortion endsextortionhttpstcohgvjufclhd
558	0.43214285	0.0125	0.6666667	0.024539879	trust		0	rise and shine it is monday  its going to be an amazing week ?? hashem family business  trust bitachon emunah  peace goofiness passion positivevibes onesoul gratitude love shalombayis rise  shine httpstco9zktffccik
559	0.43137255	0.012461059	0.6666667	0.024464833	domesticviolence		0	rt jgmacleodauthor abalone is a story about 1st love relationship violence amp the possibility of healinghttpstcoyrcdob4qgbdo
560	0.430605	0.012422361	0.6666667	0.024390243	violence		0.037037037	go check out 2pac must die by glasses malone gmalone2pac legendary status rappers rap gangster music crip gang violence tragedy rip youtube artist art new gangsta og original httpstcozbm70bgtnr
561	0.42984015	0.012383901	0.6666667	0.024316112	violence		0	rt quotesasimage back in the u k steve infiltrates a local police department to gather information about the rising violence towards
562	0.43085107	0.012383901	0.6666667	0.024316112	happiness		0	do you need some inner peace hurry in to get your july mystery box or order it on line here ?? httpstconljaq1uzbamysterybox mystery magicalomaha nextmillennium visitomaha omaha fun peace joy happiness happy crystals crystal crystalshop httpstco345lpu6ske
563	0.4300885	0.012345679	0.6666667	0.024242425	domesticviolence		0	the will to succeed kindle ebook $625 through the eyes  of 11 mothers you are brought facetoface with their unique perspectives on life love and familymothers mama domesticviolence nanny memaw httpstcojzr7pjkrye
564	0.42932862	0.012307692	0.6666667	0.024169184	domesticviolence		0	rt monicaredwards if you talk about survivors and dont include survivors of intimate partner violence in your conversation especially w
565	0.42857143	0.012269938	0.6666667	0.024096385	violence		0	amp they used their positions of power to make laws that favored them amp they set the standard of beauty amp when another culture hasdoes something they like they take it amp claim it as their own if they cant replicate it they still profit violence museums nativemerican
566	0.4278169	0.012232416	0.6666667	0.024024025	domesticviolence		0	rt wepuk domesticviolence is an epidemic in the uk and yet brutal council funding cuts have led to the dismantling of refuges amp support
567	0.427065	0.012195122	0.6666667	0.023952095	domesticviolence		0	rt ramarajeswari familiar story abusive relationships  why its so hard for women to just leaveif he was a monster all the time
568	0.42631578	0.012158055	0.6666667	0.023880599	genderbasedviolence		0	rt peacepanel peacebuilding starts at home our community panel will deliberate on family as foundation of peaceful communities next
569	0.42556918	0.012121212	0.6666667	0.023809524	domesticviolence		0.04761905	former bbau9 contestant itsskyewheatley has received scathing criticism online for saying she lacks empathy for women caught in abusive relationships httpstco2xehyo8evv bbau skyebbau dv domesticviolence httpstcoyas1en3x3p
570	0.42482516	0.012084592	0.6666667	0.02373887	genderbasedviolence		0	this judgement by the echr is a great step forward we can only hope that russia will take this seriously and start taking domesticviolence and its survivors seriously more info httpstcozihausgu3g wwpen genderbasedviolence genderequality httpstcoj15axk3k0n
571	0.42408377	0.012048192	0.6666667	0.023668637	genderbasedviolence		0	rt paularumbolt this has to end lets be fearless about ending violence wcc oikoumene oikoumeneyouth domesticviolence genderbased
572	0.42334494	0.012012012	0.6666667	0.023598822	violence		0	rt earthsymbol taravenn the1770impact all terriblei gather extra issues for indigenous but simply may be norm there is an arrogance
573	0.42434782	0.012012012	0.6666667	0.023598822	happiness		0	sharethelove amp joy with everyone ?tuesdaythoughts quote tuesdaymotivation quotes joytrain happiness motivational love inspirational peace joynews thankful lifestyle enjoy life grateful sharedexperiences inspiration httpstcoeylkt2idrt
574	0.4253472	0.012012012	0.6666667	0.023598822	trust		0	rt cherylclemons thanks fuseuniversal julianstodd for an interesting webinar love this slide showing the balance of organisational kno
575	0.42634314	0.012012012	0.6666667	0.023598822	happiness		0	share some happiness and goodvibes with this customizable unicorn stickers whether its for encouragement or a reward for a job well done available on my zazzlestore currently on 40 discounthttpstco08tmvpvycw
576	0.42560554	0.011976048	0.6666667	0.023529414	genderbasedviolence		0	unimaginable preaching by a local pastor on one of our local radio station hope fm  fiji adventist church in this local itaukei interview he is implies that womens dressing is self inviting for sex srhr genderbasedviolence roshikadeo diva4equality noelenen lagiseru httpstcogym3pmc46h
577	0.4265976	0.011976048	0.6666667	0.023529414	trust		0	do you put your soul into what you do?goal journey trust focus inspirational motivational inspire motivation inspiration quotes motivationalquotes quote quotestoliveby quotestagram love kindness happiness success positivity positivevibesonly positivevibes httpstcolsykrey2yd
578	0.42586207	0.011940299	0.6666667	0.02346041	violence		0	rt salmonyouth thank you mayoroflondon for recognising the vital work we do with youngpeople to help reduce crime and violence https
579	0.4251291	0.011904762	0.6666667	0.023391813	violence		0.07692308	rt organiclivefood realdonaldtrump domestic terrorism amp nihilistic violence are the natural outcomes of the economic social amp politic
580	0.42611682	0.011904762	0.6666667	0.023391813	trust		0	rt imei35156605011 akjwmk1404h in this time more blocked account than ever  shared blocked list of non for trust able people fo
581	0.42538592	0.011869436	0.6666667	0.023323616	violence		0	rt qariasim jai shri ram the hindu chant that became a murder cryanother religion being used to spread violence and kill people  ht
582	0.42465752	0.01183432	0.6666667	0.023255814	domesticviolence		0	rt jgmacleodauthor abalone is a story about 1st love relationship violence amp the possibility of healinghttpstcoyrcdob4qgbdo
583	0.42393163	0.01179941	0.6666667	0.023188407	genderbasedviolence		0.06666667	family therapist jane kuria advises on communication and emotional abuse how do you deal with silent treatment gtgtgthttpstcoyg0ataudbbmuthonifibz iaminitiative unwomenafrica genderbasedviolencemumsvillage
584	0.42320818	0.011764706	0.6666667	0.023121389	violence		0.0625	grindr thief guilty of murdering bond actor ericmichels with an overdose of the chemsex drug ghblgbtqia hate bigotry violence dating httpstcokwzigekad0
585	0.42248723	0.011730205	0.6666667	0.023054754	domesticviolence		0	rt wepuk domesticviolence is an epidemic in the uk and yet brutal council funding cuts have led to the dismantling of refuges amp support
586	0.4217687	0.011695907	0.6666667	0.022988506	domesticviolence		0	rt ramarajeswari familiar story abusive relationships  why its so hard for women to just leaveif he was a monster all the time
587	0.4227504	0.011695907	0.6666667	0.022988506	happiness		0	rt tonyhorton you have got to really love something to put it on your license plate p90x changed my life forever and apparently im no
588	0.4220339	0.011661808	0.6666667	0.022922637	domesticviolence		0	rt wepuk domesticviolence is an epidemic in the uk and yet brutal council funding cuts have led to the dismantling of refuges amp support
589	0.42301184	0.011661808	0.6666667	0.022922637	happiness		0	rt ivanc43 avalosptech lina on a emotional roller coaster ends up with the job messenger for ember city and is very appreciative for doo
590	0.4222973	0.011627907	0.6666667	0.022857143	violence		0.071428575	rt refugecharity powerful words by london mayor sadiqkhan about rising violence rates the lesson we must all learn is that you cant
591	0.42158517	0.011594203	0.6666667	0.022792025	violence		0.045454547	poll  do bad guys always win in the endjusticesystem injustice justice csa cse dv corruption redtape excuses coveringasses stalking usa sexualassault trauma ptsd sexualharassment violence
592	0.42255893	0.011594203	0.6666667	0.022792025	happiness		0	are we avoiding our full range of emotions because we feel we are only suppose to be happy all the time find happiness by embracing all of your emotions stephanytlalka mindfulorg httpstco8lijxxywlm
593	0.42184874	0.011560693	0.6666667	0.022727273	violence		0.071428575	rt refugecharity powerful words by london mayor sadiqkhan about rising violence rates the lesson we must all learn is that you cant
594	0.42114094	0.011527377	0.6666667	0.02266289	domesticviolence		0.05263158	i am so proud to have been at vimochana today and been provided with the opportunity to moderate a session on a topic i feel passionately about  domesticviolence and mentalhealth support ashwini nv is an incredible facilitator communityengagementdomesticabuse httpstco7lutafd4mt
595	0.42211056	0.011527377	0.6666667	0.02266289	trust		0	rt merycelc keeping it real is much more important than trying to keep things perfect with someone?longevity trust
596	0.42307693	0.011527377	0.6666667	0.02266289	assertive		0	these ultraassertive responses approach the aggressiveness zone but dont cross over my latest blog how to be ultraassertive when your boundaries are attacked  
